state,month,monthly_deaths_2022
Maryland,2022-05,450485
Maryland,2022-06,441024
Maryland,2022-07,461219
Maryland,2022-08,467515
Maryland,2022-09,458702
Maryland,2022-10,479701
Maryland,2022-11,471307
Maryland,2022-12,493862
Massachusetts,2022-01,653061
Massachusetts,2022-02,640403
Massachusetts,2022-03,668198
Massachusetts,2022-04,605443
Massachusetts,2022-05,633302
Massachusetts,2022-06,623655
Massachusetts,2022-07,653071
Massachusetts,2022-08,660215
Massachusetts,2022-09,647043
Massachusetts,2022-10,677390
Massachusetts,2022-11,667245
Massachusetts,2022-12,702586
Michigan,2022-01,952152
Michigan,2022-02,939070
Michigan,2022-03,1091385
Michigan,2022-04,1074873
Michigan,2022-05,1121292
Michigan,2022-06,1098417
Michigan,2022-07,1151974
Michigan,2022-08,1169503
Michigan,2022-09,1148809
Michigan,2022-10,1207762
Michigan,2022-11,1189979
Michigan,2022-12,1254304
Minnesota,2022-01,344852
Minnesota,2022-02,335880
Minnesota,2022-03,387267
Minnesota,2022-04,381299
Minnesota,2022-05,398658
Minnesota,2022-06,391341
Minnesota,2022-07,409190
Minnesota,2022-08,414407
Minnesota,2022-09,406359
Minnesota,2022-10,425913
Minnesota,2022-11,418482
Minnesota,2022-12,440154
Mississippi,2022-01,329942
Mississippi,2022-02,325580
Mississippi,2022-03,380737
Mississippi,2022-04,372666
Mississippi,2022-05,386229
Mississippi,2022-06,374704
Mississippi,2022-07,389864
Mississippi,2022-08,394653
Mississippi,2022-09,385489
Mississippi,2022-10,401315
Mississippi,2022-11,390854
Mississippi,2022-12,405935
Missouri,2022-01,523099
Missouri,2022-02,514782
Missouri,2022-03,611618
Missouri,2022-04,605525
Missouri,2022-05,637450
Missouri,2022-06,624689
Missouri,2022-07,651357
Missouri,2022-08,659558
Missouri,2022-09,647037
Missouri,2022-10,675124
Missouri,2022-11,679166
Missouri,2022-12,718862
Montana,2022-01,91515
Montana,2022-02,86537
Montana,2022-03,100001
Montana,2022-04,98216
Montana,2022-05,104873
Montana,2022-06,102989
Montana,2022-07,107138
Montana,2022-08,108094
Montana,2022-09,105315
Montana,2022-10,110254
Montana,2022-11,107861
Montana,2022-12,112479
Nebraska,2022-01,109157
Nebraska,2022-02,107560
Nebraska,2022-03,125300
Nebraska,2022-04,125532
Nebraska,2022-05,131405
Nebraska,2022-06,129637
Nebraska,2022-07,135025
Nebraska,2022-08,136774
Nebraska,2022-09,134658
Nebraska,2022-10,141113
Nebraska,2022-11,141116
Nebraska,2022-12,149726
Nevada,2022-01,268268
Nevada,2022-02,262774
Nevada,2022-03,308024
Nevada,2022-04,314073
Nevada,2022-05,335354
Nevada,2022-06,328926
Nevada,2022-07,345520
Nevada,2022-08,351018
Nevada,2022-09,343303
Nevada,2022-10,357540
Nevada,2022-11,350313
Nevada,2022-12,366120
New Hampshire,2022-01,64671
New Hampshire,2022-02,64577
New Hampshire,2022-03,75170
New Hampshire,2022-04,73966
New Hampshire,2022-05,77741
New Hampshire,2022-06,76909
New Hampshire,2022-07,80859
New Hampshire,2022-08,81962
New Hampshire,2022-09,80412
New Hampshire,2022-10,84372
New Hampshire,2022-11,83689
New Hampshire,2022-12,88020
New Jersey,2022-01,934795
New Jersey,2022-02,907092
New Jersey,2022-03,1026700
New Jersey,2022-04,1000024
New Jersey,2022-05,1040579
New Jersey,2022-06,1016761
New Jersey,2022-07,1058925
New Jersey,2022-08,1067053
New Jersey,2022-09,1039737
New Jersey,2022-10,1079709
New Jersey,2022-11,1050635
New Jersey,2022-12,1095346
New Mexico,2022-01,190663
New Mexico,2022-02,187614
New Mexico,2022-03,220173
New Mexico,2022-04,221928
New Mexico,2022-05,236907
New Mexico,2022-06,236262
New Mexico,2022-07,250449
New Mexico,2022-08,258469
New Mexico,2022-09,255401
New Mexico,2022-10,266851
New Mexico,2022-11,260901
New Mexico,2022-12,271990
New York,2022-01,1907114
New York,2022-02,1844590
New York,2022-03,2080265
New York,2022-04,2024303
New York,2022-05,2108312
New York,2022-06,2060830
New York,2022-07,2147362
New York,2022-08,2171105
New York,2022-09,2122097
New York,2022-10,2220344
New York,2022-11,2256497
New York,2022-12,2395833
North Carolina,2022-01,619584
North Carolina,2022-02,610486
North Carolina,2022-03,712654
North Carolina,2022-04,699723
North Carolina,2022-05,759577
North Carolina,2022-06,750984
North Carolina,2022-07,786379
North Carolina,2022-08,798709
North Carolina,2022-09,792544
North Carolina,2022-10,832482
North Carolina,2022-11,842673
North Carolina,2022-12,890424
North Dakota,2022-01,65007
North Dakota,2022-02,61699
North Dakota,2022-03,70386
North Dakota,2022-04,68984
North Dakota,2022-05,71939
North Dakota,2022-06,70051
North Dakota,2022-07,72773
North Dakota,2022-08,73628
North Dakota,2022-09,72150
North Dakota,2022-10,75288
North Dakota,2022-11,73020
North Dakota,2022-12,76169
Ohio,2022-01,964078
Ohio,2022-02,984484
Ohio,2022-03,1160483
Ohio,2022-04,1147080
Ohio,2022-05,1194925
Ohio,2022-06,1160723
Ohio,2022-07,1207272
Ohio,2022-08,1216588
Ohio,2022-09,1189268
Ohio,2022-10,1240856
Ohio,2022-11,1213078
Ohio,2022-12,1266098
Oklahoma,2022-01,365299
Oklahoma,2022-02,351679
Oklahoma,2022-03,421587
Oklahoma,2022-04,424191
Oklahoma,2022-05,445619
Oklahoma,2022-06,433751
Oklahoma,2022-07,450007
Oklahoma,2022-08,453431
Oklahoma,2022-09,443163
Oklahoma,2022-10,462087
Oklahoma,2022-11,465560
Oklahoma,2022-12,496680
Oregon,2022-01,182200
Oregon,2022-02,178750
Oregon,2022-03,214060
Oregon,2022-04,221418
Oregon,2022-05,234533
Oregon,2022-06,231607
Oregon,2022-07,246027
Oregon,2022-08,257160
Oregon,2022-09,254614
Oregon,2022-10,267323
Oregon,2022-11,263243
Oregon,2022-12,276625
Pennsylvania,2022-01,1197204
Pennsylvania,2022-02,1183735
Pennsylvania,2022-03,1360927
Pennsylvania,2022-04,1334606
Pennsylvania,2022-05,1391681
Pennsylvania,2022-06,1365539
Pennsylvania,2022-07,1424862
Pennsylvania,2022-08,1439554
Pennsylvania,2022-09,1408228
Pennsylvania,2022-10,1471511
Pennsylvania,2022-11,1443414
Pennsylvania,2022-12,1510363
Puerto Rico,2022-01,109648
Puerto Rico,2022-02,112619
Puerto Rico,2022-03,128603
Puerto Rico,2022-04,125495
Puerto Rico,2022-05,132540
Puerto Rico,2022-06,133914
Puerto Rico,2022-07,144842
Puerto Rico,2022-08,150963
Puerto Rico,2022-09,151804
Puerto Rico,2022-10,161469
Puerto Rico,2022-11,159280
Puerto Rico,2022-12,169314
Rhode Island,2022-01,98843
Rhode Island,2022-02,94675
Rhode Island,2022-03,106552
Rhode Island,2022-04,105873
Rhode Island,2022-05,110250
Rhode Island,2022-06,107833
Rhode Island,2022-07,112240
Rhode Island,2022-08,112689
Rhode Island,2022-09,109713
Rhode Island,2022-10,114112
Rhode Island,2022-11,112268
Rhode Island,2022-12,117625
South Carolina,2022-01,463511
South Carolina,2022-02,455346
South Carolina,2022-03,537043
South Carolina,2022-04,530707
South Carolina,2022-05,553847
South Carolina,2022-06,539345
South Carolina,2022-07,560884
South Carolina,2022-08,564951
South Carolina,2022-09,549361
South Carolina,2022-10,572836
South Carolina,2022-11,571546
South Carolina,2022-12,599545
South Dakota,2022-01,79472
South Dakota,2022-02,76729
South Dakota,2022-03,88613
South Dakota,2022-04,86907
South Dakota,2022-05,90482
South Dakota,2022-06,87937
South Dakota,2022-07,91294
South Dakota,2022-08,92198
South Dakota,2022-09,90252
South Dakota,2022-10,94334
South Dakota,2022-11,92807
South Dakota,2022-12,97031
Tennessee,2022-01,662084
Tennessee,2022-02,652404
Tennessee,2022-03,771632
Tennessee,2022-04,772051
Tennessee,2022-05,806742
Tennessee,2022-06,788695
Tennessee,2022-07,823788
Tennessee,2022-08,835853
Tennessee,2022-09,819667
Tennessee,2022-10,858520
Tennessee,2022-11,837852
Tennessee,2022-12,873217
Texas,2022-01,2407510
Texas,2022-02,2314996
Texas,2022-03,2684104
Texas,2022-04,2638685
Texas,2022-05,2741993
Texas,2022-06,2661440
Texas,2022-07,2764003
Texas,2022-08,2788503
Texas,2022-09,2721064
Texas,2022-10,2825958
Texas,2022-11,2758972
Texas,2022-12,2868030
Utah,2022-01,122933
Utah,2022-02,120189
Utah,2022-03,141575
Utah,2022-04,141967
Utah,2022-05,147652
Utah,2022-06,143983
Utah,2022-07,150803
Utah,2022-08,153223
Utah,2022-09,149916
Utah,2022-10,156135
Utah,2022-11,152471
Utah,2022-12,159765
Vermont,2022-01,15533
Vermont,2022-02,16021
Vermont,2022-03,18913
Vermont,2022-04,18735
Vermont,2022-05,20158
Vermont,2022-06,20294
Vermont,2022-07,21328
Vermont,2022-08,21700
Vermont,2022-09,21442
Vermont,2022-10,22665
Vermont,2022-11,22860
Vermont,2022-12,24255
Virgin Islands,2022-01,2877
Virgin Islands,2022-02,2956
Virgin Islands,2022-03,3397
Virgin Islands,2022-04,3330
Virgin Islands,2022-05,3495
Virgin Islands,2022-06,3478
Virgin Islands,2022-07,3701
Virgin Islands,2022-08,3774
Virgin Islands,2022-09,3679
Virgin Islands,2022-10,3819
Virgin Islands,2022-11,3720
Virgin Islands,2022-12,3907
Virginia,2022-01,490538
Virginia,2022-02,493680
Virginia,2022-03,599119
Virginia,2022-04,599649
Virginia,2022-05,629866
Virginia,2022-06,613994
Virginia,2022-07,644532
Virginia,2022-08,656877
Virginia,2022-09,649571
Virginia,2022-10,683320
Virginia,2022-11,670999
Virginia,2022-12,703806
Washington,2022-01,319584
Washington,2022-02,320990
Washington,2022-03,381642
Washington,2022-04,379758
Washington,2022-05,398558
Washington,2022-06,393868
Washington,2022-07,417808
Washington,2022-08,430812
Washington,2022-09,426587
Washington,2022-10,449312
Washington,2022-11,441207
Washington,2022-12,462418
West Virginia,2022-01,171592
West Virginia,2022-02,169624
West Virginia,2022-03,204509
West Virginia,2022-04,204073
West Virginia,2022-05,214009
West Virginia,2022-06,210426
West Virginia,2022-07,220161
West Virginia,2022-08,223841
West Virginia,2022-09,220484
West Virginia,2022-10,231603
West Virginia,2022-11,229375
West Virginia,2022-12,240952
Wisconsin,2022-01,363520
Wisconsin,2022-02,361757
Wisconsin,2022-03,429452
Wisconsin,2022-04,431222
Wisconsin,2022-05,449822
Wisconsin,2022-06,441339
Wisconsin,2022-07,460659
Wisconsin,2022-08,464796
Wisconsin,2022-09,455070
Wisconsin,2022-10,476084
Wisconsin,2022-11,467506
Wisconsin,2022-12,489034
Wyoming,2022-01,49280
Wyoming,2022-02,47068
Wyoming,2022-03,54667
Wyoming,2022-04,54052
Wyoming,2022-05,56341
Wyoming,2022-06,54761
Wyoming,2022-07,57175
Wyoming,2022-08,57901
Wyoming,2022-09,56622
Wyoming,2022-10,59001
Wyoming,2022-11,57682
Wyoming,2022-12,60426
