state,month,monthly_deaths_2021
Hawaii,2021-11,29284
Hawaii,2021-12,32768
Idaho,2021-01,49540
Idaho,2021-02,50534
Idaho,2021-03,59611
Idaho,2021-04,60294
Idaho,2021-05,64248
Idaho,2021-06,63735
Idaho,2021-07,67425
Idaho,2021-08,70224
Idaho,2021-09,77383
Idaho,2021-10,100906
Idaho,2021-11,113064
Idaho,2021-12,125718
Illinois,2021-01,615022
Illinois,2021-02,618695
Illinois,2021-03,719826
Illinois,2021-04,717297
Illinois,2021-05,768087
Illinois,2021-06,764813
Illinois,2021-07,800007
Illinois,2021-08,811001
Illinois,2021-09,812057
Illinois,2021-10,873796
Illinois,2021-11,871298
Illinois,2021-12,934627
Indiana,2021-01,287274
Indiana,2021-02,334774
Indiana,2021-03,398621
Indiana,2021-04,395706
Indiana,2021-05,417951
Indiana,2021-06,412580
Indiana,2021-07,431966
Indiana,2021-08,439770
Indiana,2021-09,450382
Indiana,2021-10,503165
Indiana,2021-11,514092
Indiana,2021-12,567228
Iowa,2021-01,133127
Iowa,2021-02,146601
Iowa,2021-03,174717
Iowa,2021-04,176148
Iowa,2021-05,186247
Iowa,2021-06,183046
Iowa,2021-07,190939
Iowa,2021-08,192828
Iowa,2021-09,191816
Iowa,2021-10,209390
Iowa,2021-11,215929
Iowa,2021-12,236892
Kansas,2021-01,104691
Kansas,2021-02,122443
Kansas,2021-03,150082
Kansas,2021-04,149017
Kansas,2021-05,157316
Kansas,2021-06,154584
Kansas,2021-07,162219
Kansas,2021-08,168618
Kansas,2021-09,175226
Kansas,2021-10,192641
Kansas,2021-11,198677
Kansas,2021-12,213783
Kentucky,2021-01,106593
Kentucky,2021-02,124111
Kentucky,2021-03,168065
Kentucky,2021-04,192216
Kentucky,2021-05,210491
Kentucky,2021-06,216081
Kentucky,2021-07,227104
Kentucky,2021-08,233910
Kentucky,2021-09,248114
Kentucky,2021-10,291635
Kentucky,2021-11,313249
Kentucky,2021-12,363170
Louisiana,2021-01,253071
Louisiana,2021-02,260429
Louisiana,2021-03,307155
Louisiana,2021-04,307961
Louisiana,2021-05,325059
Louisiana,2021-06,320002
Louisiana,2021-07,336045
Louisiana,2021-08,362171
Louisiana,2021-09,398328
Louisiana,2021-10,443430
Louisiana,2021-11,440912
Louisiana,2021-12,462055
Maine,2021-01,14847
Maine,2021-02,18250
Maine,2021-03,22405
Maine,2021-04,22805
Maine,2021-05,25000
Maine,2021-06,25434
Maine,2021-07,27196
Maine,2021-08,28281
Maine,2021-09,29298
Maine,2021-10,33952
Maine,2021-11,37393
Maine,2021-12,43799
Maryland,2021-01,202544
Maryland,2021-02,211292
Maryland,2021-03,250699
Maryland,2021-04,255638
Maryland,2021-05,279414
Maryland,2021-06,290632
Maryland,2021-07,303164
Maryland,2021-08,307077
Maryland,2021-09,306811
Maryland,2021-10,331211
Maryland,2021-11,331879
Maryland,2021-12,350700
Massachusetts,2021-01,419883
Massachusetts,2021-02,432042
Massachusetts,2021-03,517635
Massachusetts,2021-04,523106
Massachusetts,2021-05,550358
Massachusetts,2021-06,538450
Massachusetts,2021-07,558863
Massachusetts,2021-08,562687
Massachusetts,2021-09,552544
Massachusetts,2021-10,583621
Massachusetts,2021-11,576140
Massachusetts,2021-12,613746
Michigan,2021-01,449415
Michigan,2021-02,450356
Michigan,2021-03,520979
Michigan,2021-04,535742
Michigan,2021-05,611379
Michigan,2021-06,622836
Michigan,2021-07,653474
Michigan,2021-08,661040
Michigan,2021-09,657852
Michigan,2021-10,712184
Michigan,2021-11,735350
Michigan,2021-12,849556
Minnesota,2021-01,182964
Minnesota,2021-02,180040
Minnesota,2021-03,210239
Minnesota,2021-04,212114
Minnesota,2021-05,229041
Minnesota,2021-06,228272
Minnesota,2021-07,239535
Minnesota,2021-08,242757
Minnesota,2021-09,241622
Minnesota,2021-10,264514
Minnesota,2021-11,275284
Minnesota,2021-12,314766
Mississippi,2021-01,168606
Mississippi,2021-02,180002
Mississippi,2021-03,213847
Mississippi,2021-04,213810
Mississippi,2021-05,225030
Mississippi,2021-06,220893
Mississippi,2021-07,231518
Mississippi,2021-08,244544
Mississippi,2021-09,272112
Mississippi,2021-10,306859
Mississippi,2021-11,306091
Mississippi,2021-12,320981
Missouri,2021-01,204746
Missouri,2021-02,220899
Missouri,2021-03,271622
Missouri,2021-04,272820
Missouri,2021-05,293239
Missouri,2021-06,294476
Missouri,2021-07,313184
Missouri,2021-08,333486
Missouri,2021-09,351441
Missouri,2021-10,388497
Missouri,2021-11,421453
Missouri,2021-12,491212
Montana,2021-01,33867
Montana,2021-02,37114
Montana,2021-03,43507
Montana,2021-04,45792
Montana,2021-05,49497
Montana,2021-06,49367
Montana,2021-07,52221
Montana,2021-08,54092
Montana,2021-09,56324
Montana,2021-10,67143
Montana,2021-11,75353
Montana,2021-12,88104
Nebraska,2021-01,58504
Nebraska,2021-02,59554
Nebraska,2021-03,69535
Nebraska,2021-04,69884
Nebraska,2021-05,74097
Nebraska,2021-06,75464
Nebraska,2021-07,78566
Nebraska,2021-08,79542
Nebraska,2021-09,79192
Nebraska,2021-10,89860
Nebraska,2021-11,92006
Nebraska,2021-12,101312
Nevada,2021-01,115094
Nevada,2021-02,131402
Nevada,2021-03,158868
Nevada,2021-04,160769
Nevada,2021-05,171433
Nevada,2021-06,169031
Nevada,2021-07,178826
Nevada,2021-08,192002
Nevada,2021-09,204249
Nevada,2021-10,229726
Nevada,2021-11,235384
Nevada,2021-12,255629
New Hampshire,2021-01,28267
New Hampshire,2021-02,31580
New Hampshire,2021-03,37340
New Hampshire,2021-04,38007
New Hampshire,2021-05,41227
New Hampshire,2021-06,40894
New Hampshire,2021-07,42775
New Hampshire,2021-08,43337
New Hampshire,2021-09,43515
New Hampshire,2021-10,47124
New Hampshire,2021-11,49150
New Hampshire,2021-12,56618
New Jersey,2021-01,630500
New Jersey,2021-02,628766
New Jersey,2021-03,742393
New Jersey,2021-04,751552
New Jersey,2021-05,804082
New Jersey,2021-06,790451
New Jersey,2021-07,822482
New Jersey,2021-08,828228
New Jersey,2021-09,814244
New Jersey,2021-10,859095
New Jersey,2021-11,845719
New Jersey,2021-12,888920
New Mexico,2021-01,90117
New Mexico,2021-02,98616
New Mexico,2021-03,119627
New Mexico,2021-04,119965
New Mexico,2021-05,128532
New Mexico,2021-06,129264
New Mexico,2021-07,135661
New Mexico,2021-08,138220
New Mexico,2021-09,139685
New Mexico,2021-10,152835
New Mexico,2021-11,156255
New Mexico,2021-12,173061
New York,2021-01,1251962
New York,2021-02,1271183
New York,2021-03,1505538
New York,2021-04,1526199
New York,2021-05,1623284
New York,2021-06,1589190
New York,2021-07,1648582
New York,2021-08,1658937
New York,2021-09,1631282
New York,2021-10,1720018
New York,2021-11,1696017
New York,2021-12,1796278
North Carolina,2021-01,249200
North Carolina,2021-02,293583
North Carolina,2021-03,364351
North Carolina,2021-04,371770
North Carolina,2021-05,400036
North Carolina,2021-06,399352
North Carolina,2021-07,419581
North Carolina,2021-08,433188
North Carolina,2021-09,464176
North Carolina,2021-10,540285
North Carolina,2021-11,554462
North Carolina,2021-12,591709
North Dakota,2021-01,43079
North Dakota,2021-02,40906
North Dakota,2021-03,46128
North Dakota,2021-04,45237
North Dakota,2021-05,47551
North Dakota,2021-06,46566
North Dakota,2021-07,48523
North Dakota,2021-08,48958
North Dakota,2021-09,48451
North Dakota,2021-10,53139
North Dakota,2021-11,55909
North Dakota,2021-12,62165
Ohio,2021-01,313282
Ohio,2021-02,412112
Ohio,2021-03,555880
Ohio,2021-04,567862
Ohio,2021-05,606454
Ohio,2021-06,603465
Ohio,2021-07,632931
Ohio,2021-08,639943
Ohio,2021-09,640778
Ohio,2021-10,722950
Ohio,2021-11,770282
Ohio,2021-12,861487
Oklahoma,2021-01,92268
Oklahoma,2021-02,112191
Oklahoma,2021-03,146330
Oklahoma,2021-04,190656
Oklahoma,2021-05,215294
Oklahoma,2021-06,220332
Oklahoma,2021-07,230207
Oklahoma,2021-08,236746
Oklahoma,2021-09,251446
Oklahoma,2021-10,302387
Oklahoma,2021-11,326032
Oklahoma,2021-12,353013
Oregon,2021-01,54189
Oregon,2021-02,59160
Oregon,2021-03,72516
Oregon,2021-04,73890
Oregon,2021-05,80617
Oregon,2021-06,82850
Oregon,2021-07,88156
Oregon,2021-08,93068
Oregon,2021-09,105324
Oregon,2021-10,127961
Oregon,2021-11,144590
Oregon,2021-12,169323
Pennsylvania,2021-01,588733
Pennsylvania,2021-02,646142
Pennsylvania,2021-03,764787
Pennsylvania,2021-04,770117
Pennsylvania,2021-05,831852
Pennsylvania,2021-06,826500
Pennsylvania,2021-07,861013
Pennsylvania,2021-08,868367
Pennsylvania,2021-09,862563
Pennsylvania,2021-10,942875
Pennsylvania,2021-11,975232
Pennsylvania,2021-12,1087253
Puerto Rico,2021-01,52208
Puerto Rico,2021-02,54019
Puerto Rico,2021-03,64515
Puerto Rico,2021-04,65825
Puerto Rico,2021-05,75020
Puerto Rico,2021-06,75965
Puerto Rico,2021-07,79380
Puerto Rico,2021-08,83334
Puerto Rico,2021-09,90897
Puerto Rico,2021-10,99245
Puerto Rico,2021-11,97650
Puerto Rico,2021-12,101731
Rhode Island,2021-01,61929
Rhode Island,2021-02,65245
Rhode Island,2021-03,79889
Rhode Island,2021-04,79405
Rhode Island,2021-05,83589
Rhode Island,2021-06,81673
Rhode Island,2021-07,84773
Rhode Island,2021-08,85264
Rhode Island,2021-09,84105
Rhode Island,2021-10,88694
Rhode Island,2021-11,86955
Rhode Island,2021-12,92599
South Carolina,2021-01,189894
South Carolina,2021-02,223267
South Carolina,2021-03,275781
South Carolina,2021-04,279581
South Carolina,2021-05,298656
South Carolina,2021-06,293479
South Carolina,2021-07,305714
South Carolina,2021-08,314679
South Carolina,2021-09,344667
South Carolina,2021-10,408943
South Carolina,2021-11,420317
South Carolina,2021-12,447540
South Dakota,2021-01,50600
South Dakota,2021-02,51382
South Dakota,2021-03,59314
South Dakota,2021-04,58493
South Dakota,2021-05,61727
South Dakota,2021-06,60777
South Dakota,2021-07,63240
South Dakota,2021-08,63684
South Dakota,2021-09,62928
South Dakota,2021-10,67976
South Dakota,2021-11,68725
South Dakota,2021-12,75001
Tennessee,2021-01,254407
Tennessee,2021-02,300416
Tennessee,2021-03,358511
Tennessee,2021-04,358523
Tennessee,2021-05,379012
Tennessee,2021-06,372307
Tennessee,2021-07,388887
Tennessee,2021-08,401078
Tennessee,2021-09,423962
Tennessee,2021-10,486721
Tennessee,2021-11,497577
Tennessee,2021-12,570270
Texas,2021-01,1008216
Texas,2021-02,1150182
Texas,2021-03,1448057
Texas,2021-04,1487426
Texas,2021-05,1584077
Texas,2021-06,1564667
Texas,2021-07,1640784
Texas,2021-08,1701106
Texas,2021-09,1842306
Texas,2021-10,2139220
Texas,2021-11,2192557
Texas,2021-12,2330370
Utah,2021-01,45797
Utah,2021-02,50361
Utah,2021-03,63056
Utah,2021-04,64882
Utah,2021-05,69997
Utah,2021-06,69866
Utah,2021-07,74718
Utah,2021-08,78893
Utah,2021-09,83164
Utah,2021-10,95089
Utah,2021-11,101373
Utah,2021-12,114107
Vermont,2021-01,4979
Vermont,2021-02,5332
Vermont,2021-03,6681
Vermont,2021-04,7121
Vermont,2021-05,7815
Vermont,2021-06,7677
Vermont,2021-07,8012
Vermont,2021-08,8257
Vermont,2021-09,8821
Vermont,2021-10,10615
Vermont,2021-11,11829
Vermont,2021-12,13708
Virginia,2021-01,176941
Virginia,2021-02,200970
Virginia,2021-03,306755
Virginia,2021-04,316113
Virginia,2021-05,340977
Virginia,2021-06,339441
Virginia,2021-07,355646
Virginia,2021-08,360699
Virginia,2021-09,366484
Virginia,2021-10,414926
Virginia,2021-11,431288
Virginia,2021-12,467157
Washington,2021-01,122774
Washington,2021-02,132928
Washington,2021-03,161026
Washington,2021-04,162568
Washington,2021-05,176236
Washington,2021-06,176507
Washington,2021-07,188466
Washington,2021-08,196759
Washington,2021-09,215042
Washington,2021-10,256551
Washington,2021-11,271319
Washington,2021-12,300045
West Virginia,2021-01,53239
West Virginia,2021-02,61451
West Virginia,2021-03,77397
West Virginia,2021-04,82347
West Virginia,2021-05,85255
West Virginia,2021-06,85506
West Virginia,2021-07,90479
West Virginia,2021-08,92920
West Virginia,2021-09,99935
West Virginia,2021-10,126726
West Virginia,2021-11,139850
West Virginia,2021-12,159253
Wisconsin,2021-01,181152
Wisconsin,2021-02,189281
Wisconsin,2021-03,222846
Wisconsin,2021-04,222453
Wisconsin,2021-05,238845
Wisconsin,2021-06,240767
Wisconsin,2021-07,254361
Wisconsin,2021-08,258923
Wisconsin,2021-09,260136
Wisconsin,2021-10,283644
Wisconsin,2021-11,291887
Wisconsin,2021-12,328702
Wyoming,2021-01,16289
Wyoming,2021-02,18153
Wyoming,2021-03,21393
Wyoming,2021-04,21091
Wyoming,2021-05,22099
Wyoming,2021-06,21921
Wyoming,2021-07,23554
Wyoming,2021-08,24971
Wyoming,2021-09,27400
Wyoming,2021-10,33892
Wyoming,2021-11,39247
Wyoming,2021-12,46172
